Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.56,0.03,0.0,0.63,,5,255,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.68,0.32,0.0,0.67,,5,154,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.57,0.26,0.0,39.58,,5,7,23,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.49,0.16,0.0,32.43,,3,6,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.4,0.24,0.0,0.63,42.3,3,183,23,MLP,IID,AG_NEWS,0.35,0.8872,0.7712,0.1619,1.21,0.6285,0.565,0.7239,,"{OFF,OFF,OFF,OFF,OFF,OFF}",46.02
Client 1,2,2.28,0.03,0.0,0.48,,5,239,26,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,0.54,0.27,0.0,0.24,,5,224,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,0.85,0.26,0.0,22.51,24.95,5,15,27,MLP,IID,AG_NEWS,0.24,0.9277,0.8621,0.1058,0.64,0.7785,0.7567,0.4227,,"{ON,OFF,OFF,OFF,OFF,OFF}",52.55
