Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.12,0.12,0.0,0.54,,5,275,24,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.16,0.32,0.0,0.6,,5,141,24,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.09,0.41,0.0,41.52,,5,5,24,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.14,0.11,0.0,48.3,,3,3,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.38,0.2,0.0,0.6,51.96,3,186,24,MLP,IID,AG_NEWS,0.29,0.9022,0.7701,0.1569,1.4,0.6216,0.534,0.6592,,"{OFF,OFF,OFF,OFF,OFF,OFF}",43.16
Client 1,2,1.47,0.12,0.0,0.47,,5,272,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,0.1,0.24,0.0,0.25,,5,160,28,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,0.1,0.39,0.0,35.4,38.18,5,5,28,MLP,IID,AG_NEWS,0.26,0.9122,0.8598,0.1437,0.6,0.7757,0.7705,0.3615,,"{ON,OFF,OFF,OFF,OFF,OFF}",42.21
Client 1,3,2.49,0.12,0.0,0.63,,5,270,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,0.18,0.25,0.0,0.49,,5,148,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,0.22,0.4,0.0,30.42,,5,7,32,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,0.09,0.16,0.0,35.22,,3,3,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,2.16,0.2,0.0,0.51,37.6,3,190,31,MLP,IID,AG_NEWS,0.15,0.9535,0.813,0.0724,0.82,0.7567,0.7202,0.4147,,"{OFF,OFF,OFF,OFF,OFF,OFF}",45.04
Client 1,4,1.45,0.12,0.0,0.47,,5,271,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,0.13,0.23,0.0,0.18,,5,167,33,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,0.19,0.26,0.0,33.42,36.09,5,6,33,MLP,IID,AG_NEWS,0.15,0.9554,0.9301,0.0681,0.48,0.8278,0.8273,0.2656,,"{ON,OFF,OFF,OFF,OFF,ON}",45.81
Client 1,5,1.66,0.12,0.0,0.47,,5,262,34,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,0.13,0.23,0.0,0.17,,5,180,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,0.19,0.28,0.0,35.35,37.9,5,5,34,MLP,IID,AG_NEWS,0.11,0.9664,0.9456,0.0514,0.48,0.834,0.8338,0.2503,,"{ON,OFF,OFF,OFF,OFF,OFF}",47.7
Client 1,6,1.72,0.12,0.0,0.47,,5,259,34,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,6,0.19,0.25,0.0,0.18,,5,179,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
