Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,2.2,0.04,0.0,0.55,,5,273,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.49,0.16,0.0,0.79,,5,171,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.54,0.22,0.0,23.67,,5,13,23,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.44,0.05,0.0,20.31,,3,8,23,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,2.15,0.19,0.0,0.57,26.45,3,188,21,MLP,IID,AG_NEWS,0.38,0.8727,0.8067,0.1941,1.14,0.6734,0.614,0.5976,,"{OFF,OFF,OFF,OFF,OFF,OFF}",41.37
Client 1,2,2.15,0.04,0.0,0.5,,5,247,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,0.5,0.07,0.0,0.24,,5,236,27,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,0.79,0.22,0.0,41.48,44.32,5,8,27,MLP,IID,AG_NEWS,0.25,0.9251,0.9033,0.1119,0.56,0.8131,0.7993,0.3398,,"{ON,OFF,OFF,OFF,OFF,OFF}",39.16
Client 1,3,3.29,0.04,0.0,0.57,,5,234,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,1.63,0.07,0.0,0.91,,5,177,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,1.44,0.17,0.0,21.75,,5,22,30,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,3,0.85,0.16,0.0,47.59,,3,6,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,3,2.74,0.19,0.0,0.56,50.41,3,172,29,MLP,IID,AG_NEWS,0.16,0.9525,0.8296,0.0701,0.74,0.7896,0.7515,0.3814,,"{OFF,OFF,OFF,OFF,OFF,ON}",37.54
Client 1,4,3.89,0.04,0.0,0.55,,5,223,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,2.37,0.08,0.0,0.95,,5,178,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,2.1,0.17,0.0,38.89,,5,16,32,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,4,1.3,0.15,0.0,37.6,,3,9,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,4,3.27,0.19,0.0,0.52,42.82,3,165,31,MLP,IID,AG_NEWS,0.14,0.9564,0.8369,0.0623,0.78,0.7957,0.757,0.3622,,"{OFF,OFF,OFF,OFF,OFF,OFF}",41.5
Client 1,5,2.78,0.04,0.0,0.48,,5,226,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,1.18,0.12,0.0,0.39,,5,278,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,1.86,0.22,0.0,36.82,40.36,5,17,33,MLP,IID,AG_NEWS,0.14,0.9561,0.8871,0.0602,0.54,0.8411,0.8237,0.2925,,"{ON,OFF,OFF,OFF,OFF,ON}",37.38
Client 1,6,3.15,0.04,0.0,0.48,,5,201,32,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,6,1.27,0.13,0.0,0.44,,5,274,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,6,2.25,0.22,0.0,31.76,35.66,5,19,34,MLP,IID,AG_NEWS,0.12,0.9623,0.8868,0.0508,0.54,0.84,0.8266,0.2969,,"{ON,OFF,OFF,OFF,OFF,ON}",41.54
Client 1,7,4.66,0.04,0.0,0.61,,5,205,34,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,7,3.99,0.12,0.0,1.05,,5,188,36,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,7,3.53,0.22,0.0,36.06,,5,27,33,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,7,1.72,0.12,0.0,33.79,,3,13,35,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,7,3.71,0.19,0.0,0.91,41.2,3,161,35,MLP,IID,AG_NEWS,0.11,0.9666,0.8468,0.0471,0.7,0.8109,0.781,0.3442,,"{OFF,OFF,OFF,OFF,OFF,ON}",34.89
