Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,5.1,0.15,0.0,1.66,,5,395,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,1.55,0.31,0.0,0.91,,5,260,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.75,0.23,0.0,26.85,,5,15,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,0.83,0.14,0.0,28.99,,3,17,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,7.48,0.21,0.0,4.4,30.8,3,279,22,MLP,IID,AG_NEWS,0.29,0.9055,0.7237,0.1319,1.56,0.595,0.4979,0.7716,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.1
