Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,5.2,0.07,0.0,1.64,,5,423,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,0.65,0.1,0.0,0.64,,5,174,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,0.8,0.24,0.0,48.92,,5,9,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,1.33,0.15,0.0,45.2,,3,17,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,7.92,0.2,0.0,4.11,50.71,3,287,22,MLP,IID,AG_NEWS,0.36,0.8853,0.8098,0.1705,1.19,0.6568,0.5974,0.6202,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,2,5.64,0.07,0.0,2.03,,5,346,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,2.22,0.05,0.0,1.64,,5,204,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,1.54,0.24,0.0,40.97,,5,19,26,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,2.27,0.16,0.0,49.51,,3,18,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,8.06,0.2,0.0,3.8,52.81,3,277,25,MLP,IID,AG_NEWS,0.19,0.9425,0.907,0.0829,1.01,0.7455,0.6975,0.4693,,"{OFF,OFF,OFF,OFF,OFF,OFF}",0.0
Client 1,3,6.9,0.07,0.0,1.9,,5,335,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
