Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,12.7,0.04,0.0,4.24,,5,427,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,2.08,0.37,0.0,1.89,,5,223,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,2.5,0.25,0.0,44.55,,5,38,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,2.81,0.0,0.0,36.44,,3,31,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,14.31,0.22,0.0,10.2,49.39,3,285,22,MLP,IID,AG_NEWS,0.36,0.8844,0.8008,0.1698,1.18,0.6588,0.605,0.6451,,"{OFF,OFF,OFF,OFF,OFF,OFF}",65.88
Client 1,2,14.63,0.04,0.0,5.11,,5,458,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,3.09,0.3,0.0,1.59,,5,312,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,5.24,0.25,0.0,29.39,38.31,5,95,25,MLP,IID,AG_NEWS,0.24,0.9253,0.8819,0.1052,0.62,0.7824,0.7692,0.3958,,"{ON,OFF,OFF,OFF,OFF,ON}",68.39
Client 1,3,14.98,0.04,0.0,5.56,,5,450,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,4.01,0.21,0.0,2.64,,5,317,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,4.78,0.2,0.0,24.28,33.69,5,99,29,MLP,IID,AG_NEWS,0.18,0.9431,0.887,0.0765,0.5,0.8378,0.8287,0.2801,,"{ON,OFF,OFF,OFF,OFF,OFF}",57.67
Client 1,4,13.4,0.04,0.0,5.01,,5,427,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,4,4.7,0.24,0.0,3.99,,5,344,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,4,5.64,0.2,0.0,45.35,54.7,5,70,25,MLP,IID,AG_NEWS,0.15,0.9538,0.8871,0.0612,0.52,0.8375,0.8296,0.2849,,"{ON,OFF,OFF,OFF,OFF,ON}",59.41
Client 1,5,15.34,0.04,0.0,5.37,,5,424,30,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,5,6.52,0.25,0.0,4.02,,5,362,31,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,5,6.32,0.25,0.0,42.77,51.58,5,78,31,MLP,IID,AG_NEWS,0.13,0.9614,0.8845,0.0498,0.55,0.8309,0.8246,0.3132,,"{ON,OFF,OFF,OFF,OFF,ON}",80.99
