Client ID,FL Round,Training Time,JSD,HDH Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE,SSIM Overhead (indice),"AP List (client_selector,client_cluster,message_compressor,model_co-versioning_registry,multi-task_model_trainer,heterogeneous_data_handler)",Agent Time (s)
Client 1,1,16.72,0.09,0.0,5.39,,5,419,22,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,1,2.44,0.18,0.0,3.39,,5,216,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,1,3.66,0.28,0.0,40.98,,5,31,21,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,1,3.65,0.09,0.0,51.36,,3,33,21,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,1,21.21,0.24,0.0,13.01,56.82,3,282,21,MLP,IID,AG_NEWS,0.34,0.8803,0.6489,0.1867,1.35,0.5495,0.4364,0.9067,,"{OFF,OFF,OFF,OFF,OFF,OFF}",102.43
Client 1,2,18.8,0.09,0.0,6.28,,5,374,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,2,6.04,0.11,0.0,4.87,,5,238,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,2,6.91,0.28,0.0,28.78,,5,66,26,MLP,IID,AG_NEWS,,,,,,,,,,,0.0
Client 4,2,6.22,0.02,0.0,33.41,,3,62,25,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 5,2,22.75,0.24,0.0,13.22,44.63,3,275,25,MLP,IID,AG_NEWS,0.2,0.9411,0.876,0.0858,1.04,0.7084,0.6594,0.6213,,"{OFF,OFF,OFF,OFF,OFF,ON}",73.13
Client 1,3,12.64,0.09,0.0,5.58,,5,441,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 2,3,4.24,0.11,0.0,1.74,,5,310,29,MLP,non-IID,AG_NEWS,,,,,,,,,,,0.0
Client 3,3,5.04,0.23,0.0,43.97,51.73,5,76,29,MLP,IID,AG_NEWS,0.18,0.9437,0.9197,0.0724,0.6,0.8068,0.7895,0.3861,,"{ON,OFF,OFF,OFF,OFF,ON}",50.01
